,Customer Name,Date,Ratings,Review Title,Reviews
136,IMTIAZ HASAN,28 January 2020,5.0 out of 5 stars,versatile,iTS ONLY LIKE AS ITS THE SOLUTION  TO MANY OBSTACLES WE WERE FACING FOR QUICK FIXES
137,Abhishek Bansal,29 January 2017,5.0 out of 5 stars,very satisfied with the,"Product was as advertised. Timely delivered, no issues.. working well and has reduced our cooking oil consumption at home.. very satisfied with the product"
138,Amazon Customer,28 September 2019,1.0 out of 5 stars,Defective product,I got defective product. The cooking tray is not closing as there is an obstruction.It's not useable at all.Not sure how this passed quality control.
139,siddharth,20 April 2018,5.0 out of 5 stars,Five Stars,Excellent product. Prompt delivery. Good packing. Product exactly as shown on amazon.
140,SHIVANGI MISHRA,10 March 2019,5.0 out of 5 stars,Healthy and oil free food made easy.,Easy to clean.Can cook a lot of dishes oil free.Must have if you want to eat healthy food.Just make sure to register the product for warranty on Phillips website.
141,Ishan jain,7 October 2019,1.0 out of 5 stars,Worst pick from amazon,I bought this product and the seller gave me a faulty product. The handle is not closing due to some loose part inside.
142,Amazon Customer,1 February 2021,5.0 out of 5 stars,Excellent buy,Excellent product and worth a buy for quick and healthy snacking
143,Amazon Customer,5 December 2020,5.0 out of 5 stars,Every house who can afford should have this.,"Very nice we at home enjoying making some good staf with very less oil, really worth buying"
144,shriraam,4 March 2020,3.0 out of 5 stars,Try other brand,"Too costly, after buying don't feel any premium feel for that cost. I recommend to purchase some other brand which is cheap and best.."
145,Asmita A.,27 October 2020,3.0 out of 5 stars,NO RECIPE BOOK.......,I reviewed my order today but there is no recipe book in it. Now how am i supposed to use it😓😓. Otherwise its kind of good.......
146,Divya,13 November 2014,4.0 out of 5 stars,Very Happy with this healthy cooking product,Superb Product! Love the low oil cooking without compromising the taste.Good with time required for cooking as well.The only challenge is limited quantity of food that can be cooked at a time. If there were racks available that could help layer the food while cooking it would help optimize the use of capacity available.Amazon delayed my delivery but the product compensates for that.
147,Jagat P.,18 February 2021,5.0 out of 5 stars,Good product value for money,Very good productReally we are enjoying cooking in Philips air fryer. It's performance is far better than others I have seen
148,Amazon Customer,18 December 2015,5.0 out of 5 stars,one of the best choice after AMC cookware,The best product for making fried items which go as side dish with rice in south India. Power consumption is not significant.my wife is quite pleased now..She was not when I ordered it.
149,Walkonsnow,26 September 2019,5.0 out of 5 stars,Useful,Good product. The packaging from amazon was just superb. No complain at all.
150,Amazon Customer,18 February 2021,1.0 out of 5 stars,Please replace,It's not getting locked. We got faulty product. It's not even a month and we are facing issue. Please replace.
151,K K LAL,23 December 2020,5.0 out of 5 stars,Good product,Nice item
152,siddhartha bhattacharyya,9 January 2019,5.0 out of 5 stars,excellent product.,excellent product. tandoors are awesome. go for it.
153,vibha,6 November 2017,1.0 out of 5 stars,DAMAGED,RECEIVED A BROKEN PRODUCT 2nd timeAwful experience
154,karuna,12 June 2019,5.0 out of 5 stars,Air fryer,Gave it as a present and they liked ut
155,Varun Satyan,13 August 2018,5.0 out of 5 stars,Switch to a Healthier option!,"Nice compact and easy to use product form Philips.Have been using it for more than 2 years now, good quality."
156,Optimus Prime,5 July 2015,5.0 out of 5 stars,Excellent product,"Excellent product. Makes the food a bit dry though. However, its just about learning how to cook with it. The food retains original taste, as when cooked using traditional methods. All in all, a good buy."
157,Shantanu,28 July 2014,5.0 out of 5 stars,Less Oil better health !,Love this product ! It makes everything so easy . Any kind of frozen food can be consumed within 15-20 minutes of heating time . Best part 0% oil is required to cook the food. This is one appliance every one should buy !
158,Sandesh,8 December 2020,1.0 out of 5 stars,Used and worst product,Received used product please check your product
159,Om Bansal,30 October 2019,5.0 out of 5 stars,Awesome,Awasome product. Easy to use and cooks healthy food.
160,Amit Kundu,17 December 2017,5.0 out of 5 stars,Five Stars,"Bye bye oily food, eat fried stuff with fraction of oil and guilt."
161,Harish Lakhani,2 November 2020,5.0 out of 5 stars,Lovely,Meets Expectation
162,anuradha singh,5 February 2021,1.0 out of 5 stars,Damaged product,I got the product wth broken handle.Outside box was ok.Inspite of repeated calls product has not been picked up & refunded.
163,Aleena,16 August 2020,5.0 out of 5 stars,Perfect for health conscious people,Easy to use and maintain....snacking without frying in oil
164,Banalata Adhikari,18 July 2019,1.0 out of 5 stars,Defective product,Got a defective  product....how is it that the packaging is so bad..of such an expensive product!
165,Amit,24 January 2014,4.0 out of 5 stars,Helps one achieve Balance between Taste and health,Pros:Frozen food can be fried with minimal oilTaste is fairly good.Simple to useImprovements suggested:1. Documentation can be much better. It will make produce more helpful
166,Amazon Customer,7 August 2017,2.0 out of 5 stars,Two Stars,Handle was cracked. Inner surface of outer container has scratches and has an undulating surface at some places.
167,Amrutha Sanjay,6 February 2021,2.0 out of 5 stars,Recipe book?,"I haven't received the recipe book and also, there are scratches on the product."
168,Sanjay,8 November 2020,1.0 out of 5 stars,DEFECTIVE ITEMS DELIVERED TWO TIMES,Defective item recieved two times. It’s better to go to chroma and buy by Checking the product yourself.
169,Neikhrole,19 January 2021,5.0 out of 5 stars,loved it!,Loved the air fryer. It was neatly packed. Used it two times and had no problem so far.
170,Amit,22 February 2020,5.0 out of 5 stars,a very good buy,very easy to use and clean
171,Sandeep,7 November 2019,1.0 out of 5 stars,Recieved faulty product,Recieved a faulty product. Handle was broken
172,Amit,27 November 2020,5.0 out of 5 stars,Wow,Perfect mate for oil free cooking
173,B S Gill,1 March 2019,3.0 out of 5 stars,Satya vachan,"Decent product, but cant match taste of actual fried items, good for health conscious ppl, not for taste conscious"
174,Amazon Customer,29 October 2019,4.0 out of 5 stars,Happy buyer,Excellent product. Healthy dishes are prepared in very short time. Must recommended for buy.
175,Taruna Sharma,29 August 2016,5.0 out of 5 stars,Awesome product. Highly recommend,Awesome product if you are on a less oil diet. You will have to grease the food with the little oil before placing it there otherwise it gets sticky. But the best thing is you no more have to deep fry your food. It tastes as good as deep fried.
176,Sakshi,11 October 2014,4.0 out of 5 stars,Go For it!! Its a must for Indian homes,"Air Frying! An awesome technology!! Tried french fries, samosas and all kinds of frozen stuff.. No difference in taste from deep frying in oil.. Its a healthy alternate to all kinds of deep frying.."
177,Amazon Customer,1 November 2020,1.0 out of 5 stars,Does not heat up sufficiently,Repalced it once but to this day doesn't work properly.
178,rajan singh,7 October 2019,5.0 out of 5 stars,Nice,Value for money good product
179,G N RADHIKA,23 January 2021,4.0 out of 5 stars,Manual guide is an important part of the product.,The product contained no user guide or manual or recipe book. It would be nice if the same could be forwarded to me.
180,Ms K,25 April 2015,5.0 out of 5 stars,Very happy with the product,"Very happy with the product. I've been told that the internal case is extremely delicate - a friend's broke easily. So do be careful with it. The makers should look into that issue, though."
181,Cheriachen Eapen,11 October 2018,5.0 out of 5 stars,Very useful,Quality product for one who looks for quality in food.
182,karthik,29 October 2020,3.0 out of 5 stars,Nice product but should have given instruction manual and basic cookbook,Didn't receive instruction manual or any recepie book.No guarantee card was attached.Only bill was given.
183,Amazon Customer,14 March 2020,5.0 out of 5 stars,Lovely product,Lovely product!
184,D Suresh,3 November 2020,5.0 out of 5 stars,Excellent performance with almost no Oil usage and retaining same taste and crispness. Wonderful,I haven't received Receipe Book as promised.Please send this for happy using the Philips Air fryer
185,Shikha K.,22 October 2018,5.0 out of 5 stars,Awesome,"Awesome product. Cooks literally almost everything without oil. A great product for foodies, with no oil tension"
186,Ashok,23 October 2017,5.0 out of 5 stars,Excellent,"Cooks well as promised. Tried chicken, fish, paneer and potatoes. Rock solid philips quality!"
187,Dhiman,15 July 2017,5.0 out of 5 stars,must have for health conscious people,Love this product. Its simply awesome.another excellent product from Philips keep inventing :-)
188,Sharmila Nair,5 September 2020,3.0 out of 5 stars,Product,Didn't receive the recipe book. Good product.
189,Reem,21 July 2019,4.0 out of 5 stars,Good for ast cooking,Good if you are into using gadgets
190,Amazon Customer,27 September 2020,5.0 out of 5 stars,No manual and food receipe not received along with the box,Surprisingly there was no operating Manual and operational details and also no receipt booklet
191,Aparajita,12 November 2020,5.0 out of 5 stars,Na,Na
192,Kshitij,27 September 2020,1.0 out of 5 stars,Defective item,Broken piece sold by Cloudtail and fulfilled by Amazon
193,SUMIT KUMAR JALAN,29 June 2019,5.0 out of 5 stars,Good but Price is high.,Good but Price is high.
194,Laxmi Jayaraman,9 December 2014,5.0 out of 5 stars,you can enjoy guiltfree favorites which could only be deepfried so had ...,"Cuts down oil consumption,you can enjoy guiltfree favorites which could only be deepfried so had been ages since i made them.Now i can eat and not worry about cholesterol levels!"
195,Manisha Chaudhary,23 March 2015,5.0 out of 5 stars,its very handy and quick and my family is in love with it,"This is a life saver for any foodie. if i could, i would make all my food in this. its very handy and quick and my family is in love with it."
196,ATHUL SHAJI,28 June 2019,5.0 out of 5 stars,Nice Product,"Easy to use, Easy to Clean"
197,Jose NJ,16 June 2019,5.0 out of 5 stars,Good item on time delivery,Nothing to dislike
198,Amazon Customer,26 July 2017,5.0 out of 5 stars,Five Stars,Excellent buy! The duration of heating needs to be monitored carefully.
199,manoj pant,20 August 2019,3.0 out of 5 stars,Good product but defective piece received,Product is very good but the piece i have received is broken.
200,Bhushan Guhagarkar,15 August 2019,2.0 out of 5 stars,Returned,Piece was defective. Returned it.
201,Mukund,5 November 2019,1.0 out of 5 stars,Not working after 10 days,Not working after 10 days don't buy these expensive items from Amazon
202,Praveen k.,26 June 2020,1.0 out of 5 stars,Original invoice/bill,"Dear sir,This product  isn't working .I want to original invoice/ billPlease send it"
203,Mala Shah,27 November 2019,5.0 out of 5 stars,👍🏻,Like
204,Sathya,27 February 2021,5.0 out of 5 stars,Philips Air dryer,Great product
205,Chitra nayak,21 November 2020,5.0 out of 5 stars,I think instructions r very important,Only the instructions and recipe booklet was not sent accrossVery disappointing
206,Amitkumar Saha,23 June 2019,5.0 out of 5 stars,Don't hesitate to buy,"Easy to clean, healthy cooking."
207,V Surya rao,24 August 2020,2.0 out of 5 stars,No recipe book,"Cheating,  i booked pillips specially recipes book, there is no book in box"
208,ashish sinha,19 August 2019,5.0 out of 5 stars,Must buy products,Saves you from becoming fat
209,Riyazneuro,11 September 2017,5.0 out of 5 stars,Awesome product,Awesome product. Fries every thing with out almost no oil. Must buy for all foodies out there.
210,Irfan,2 November 2019,5.0 out of 5 stars,Must buy,Must buy kitchen ware
211,Shaifali,18 October 2018,5.0 out of 5 stars,Good product. Meets expectations,As good as it promises
212,Madhusudhan Reddy,11 August 2019,5.0 out of 5 stars,Good,Good
213,Ajay,16 November 2017,4.0 out of 5 stars,Four Stars,"Good one, almost 'zero' oil consumption, happy healthy snacking!"
214,Devasish,22 January 2019,5.0 out of 5 stars,Real air fryer,Good product
215,TAMASA,13 November 2016,5.0 out of 5 stars,PHILIPS AIR FRYER HD9220,"As I was very satisfied with the previous one which was gifted to me, I bought this to present someone."
216,Huma,28 October 2019,5.0 out of 5 stars,I'm loving it.,"Very easy to use, handle & clean."
217,RT,18 December 2014,5.0 out of 5 stars,Worth spending the money,Perfect for oil free cooking. Make kebabs or frozen products. Yes it even makes pizzas in less than 5 minutes.
218,P. M.,23 December 2017,5.0 out of 5 stars,Awesome product,Must buy for all health conscious people.  Same taste of fried snacks and food with just a brush of oil.  Very happy with the dishes  that I made in it.
219,Kindle Customer,17 December 2020,2.0 out of 5 stars,Not so good,"Not so good, plastic melt smell"
220,Jebaselvan A.,13 March 2019,5.0 out of 5 stars,Help fry effective and easy,Good one. Faced an issue initially of a rod misplaced that was due to shipment. But fixed by Philips customer service.
221,Rubiya,27 November 2020,5.0 out of 5 stars,Worth of buying,"Easy to use, serve the purpose."
222,Jaspal,5 December 2018,5.0 out of 5 stars,Good product,Original
223,BV,2 January 2016,5.0 out of 5 stars,Five Stars,"Excellent one, My Cholesterol level is low now , Very usefull , Thanks Amazon......"
224,Suyash Garg,7 January 2018,5.0 out of 5 stars,Great product,Pros:1) It saves you the effort of frying2) Does not use oil to fry
225,Shiwani,30 October 2019,1.0 out of 5 stars,Don’t deliver product according to features,I didn’t receive it’s recipe book
226,Rajeev Chitre,4 January 2020,5.0 out of 5 stars,Happy purchase,Very useful gadget. Easy to use
227,Alok K. Ray,27 August 2020,5.0 out of 5 stars,"Convenient for oil free and hygienic frying of veg, non-veg foods",Easy to use and clean
228,Rajesh sharma,24 October 2020,4.0 out of 5 stars,It would have been great if I got recipe book with this,I did not receive recipe book with this product which was mentioned before
229,Manisha Sharma,30 January 2018,3.0 out of 5 stars,Works fine so far,"I got an old stock, manufactured in 2016. Works fine so far."
230,Joy S.,24 October 2017,5.0 out of 5 stars,Five Stars,The brand name doesn't need any ratings. Just buy.
231,RAJIV BANSAL,3 March 2019,5.0 out of 5 stars,Perfect product,Good
232,MMP,23 January 2018,5.0 out of 5 stars,Must have for your kitchen,It’s a delight to own it and put to good use
233,Chamandeep K.,11 October 2019,5.0 out of 5 stars,Must try,Had tandori chicken kind flavour at home.....good product
234,BHUVANESH NAIK,9 August 2019,1.0 out of 5 stars,"Requested for return,In side metal wire broken.","In side metal wire below coil in broken condition and hanging , frying pan getting stuck and not moving freely."
235,vasundara,7 November 2019,5.0 out of 5 stars,Good buy,Easy to use and stuff tastes pretty good
236,Amazon Customer,4 March 2020,5.0 out of 5 stars,Good for health conscious people,Good for health conscious people
237,Meeta ,5 April 2016,5.0 out of 5 stars,Air fried food is great!,It's so good to be ~ble to eat 'fried ' food again without all the ensuing guilt! Such a useful addition to my kitchen appliances!
238,Dinkar Pande,17 April 2021,1.0 out of 5 stars,No product catalogue received,No catalogue was included in the package along with the product
239,A Mishra,22 July 2018,5.0 out of 5 stars,Five Stars,Very good product.
240,Sachin S Iyyani,29 October 2019,5.0 out of 5 stars,Good product and genuine and quick delivery,This is worth buying
241,Ashwini Henriques,20 October 2020,5.0 out of 5 stars,Awesome,Received it today.. tried french fries.. loved it..
242,HT,28 August 2015,5.0 out of 5 stars,Yes it saves oil on certain items. The skills ...,Yes it saves oil on certain items. The skills to cook develop over time with lil bit of trial and error.
243,JOSE,28 December 2020,5.0 out of 5 stars,Prompt delivery,There is no user manual and recipe book in the box
244,Arun Ubale,3 November 2020,5.0 out of 5 stars,Must buy 👍👍,We used this product for making fries and it turned out very well.
245,Neil,26 November 2018,4.0 out of 5 stars,The product is okay,The product comes with the basic functions
246,Jagat Singh,30 November 2020,4.0 out of 5 stars,Good product.,If would be easier to clean if the grill could be removed.
247,Neeraj Basliyal,1 August 2015,4.0 out of 5 stars,Good for keeping your mediocre life continue,"Ha, it's good but certainty you can go without it. For the first month we bought it, we ate fried food like anything. Let the good sense prevail, buy it if you are absolutely crazy about frying things up"
248,Md. Shahid,6 December 2017,5.0 out of 5 stars,Five Stars,Perfect as per my expectations.Thanks to Amazon.
249,Taurus13,9 November 2014,4.0 out of 5 stars,Awesome appliance. Just love the ease of operation and ...,"Awesome appliance.  Just love the ease of operation and healthy cooking.  However, there is no food separator and  cake dish.  Very minimum accessories unlike what one gets with Philips overseas."
250,Alankar,6 February 2021,5.0 out of 5 stars,Easy to use,Too good to be used .. better than other
251,Francisco,6 February 2015,5.0 out of 5 stars,Good buy.,"Good buy. Very useful especially if you fry food on a daily basis. Works for most non-veg items and it tastes good too, guilt free. Use a pyrex glass plate/pan instead of placing the food on the grill directly. The grill is a pain to clean."
252,Ashish thutheja,23 October 2017,2.0 out of 5 stars,Waste of money,Totally waste of moneyTakes lot of time to cookToo much unnecessary electricity consumption ...
253,Puneet gupta,9 June 2019,4.0 out of 5 stars,Great product,Great product and very usefulFor people who wants to enjoy fried food in a healthy way
254,harikrishna Datrika,19 January 2019,5.0 out of 5 stars,Very very very good product,"Good product especially for chicken, it is difficult to clean the mesh"
255,Nick,11 October 2016,5.0 out of 5 stars,"Excellent Deal, So happy with the Product","Excellent Deal, Amazing Product. 5 Stars to Product and 5 Stars to Amazon Service and Delivery."
256,ankush,7 July 2020,1.0 out of 5 stars,Recieved in broken condition,Damaged piece recieved
257,yamini,11 December 2020,5.0 out of 5 stars,So hassle free,I liked this makes your oily food in typically baked one ..
258,Kindle Customer,28 August 2016,5.0 out of 5 stars,its amazing product. the only issue is cleaning,"i have been using this for last two years .used it to cook , bake, fry and reheating .its amazing product .the only issue is cleaning , just fill the basket with hot water and let it sit for some time before washing it"
259,Anish Kumar Dubey,29 September 2017,5.0 out of 5 stars,Five Stars,Great
260,Bikas Karmakar,22 August 2019,4.0 out of 5 stars,valu for money,nice product
261,ROHIT CORREA,12 December 2015,5.0 out of 5 stars,Simple yet good airfryer. Philips needs to train it's technicians on ...,Simple yet good airfryer. Philips needs to train it's technicians on how to operate this equipment. This is easy to use equipment.
262,J,18 November 2018,3.0 out of 5 stars,Can't clean upper position,Don't buy this
263,Gaurav varun,3 July 2018,4.0 out of 5 stars,Good product,Good product
264,avtar singh,27 October 2019,5.0 out of 5 stars,Too good,Easy to use easy to clean even my 9 year son can use it
265,Amazon Customer,10 December 2018,5.0 out of 5 stars,Excellent product,R u craving for some oil free guilt free snacks?? Then this would be the perfect one to chose. Very useful for household purpose
266,Nitesh kumar,12 July 2020,1.0 out of 5 stars,Want to change,Not genuine product. Use 3 tmes but not get good response.
267,tanya jaiswal,29 March 2019,4.0 out of 5 stars,Good product,Must buy for healthy life style
268,Deepak K.,15 August 2020,3.0 out of 5 stars,Recepie book missing,The recepie book is missing in the box. Pls share
269,RAHUL D.,7 July 2020,4.0 out of 5 stars,Bill and warranty card missing,"Did not find bill, warranty card and recipe book in the package."
270,Guna,29 January 2016,4.0 out of 5 stars,Received air fryer in a very good condition safely packed,"Received air fryer in a very good condition safely packed, with all the contents mentioned in order.  So far working also fine no problem,"
271,Jatinder Singh ,10 February 2021,3.0 out of 5 stars,Just ok,Just ok
272,Shas gud,14 March 2020,2.0 out of 5 stars,Consumes lot of power,"Makes soo much noise cooks mediocre, buy instant pot airfryer"
273,Praphul,12 October 2019,5.0 out of 5 stars,Best Philips air fryer,If u are fond of non vegn veg  tandoori... With 80% less oil.. Go for this.... 9041780972
274,Dupindar Singh,9 March 2020,5.0 out of 5 stars,Good product,Nice and useful product
275,Kunhiraman,4 December 2017,5.0 out of 5 stars,Five Stars,Functioning very well.
276,Amazon Customer,26 October 2018,4.0 out of 5 stars,Good product for diet food...,Nice Product... Must have for diet conscious people...It would be good if the baking vessel is included in the main unit along with grill.
277,Amazon Customer,14 October 2020,5.0 out of 5 stars,A must have,It's a good product and quite handy
278,Ruben,5 January 2021,4.0 out of 5 stars,"Very useful , time saving air frayer",Very eaisyto use..
279,Revathyanoop,13 October 2020,3.0 out of 5 stars,Soso,Code length its very less
280,Kiran,9 April 2020,1.0 out of 5 stars,Damaged item,Item broken pice.
281,Adhithi,1 November 2020,5.0 out of 5 stars,Omg,Wow
282,Sudhu,2 January 2017,5.0 out of 5 stars,Value for money,Nz product. Did pizza and it came out very well
283,T.V.Bhaskar,30 December 2014,4.0 out of 5 stars,Four Stars,very useful and as promised it will help in reducing the oil consumption to minimum
284,ANAHITA DAVER,11 September 2015,4.0 out of 5 stars,Four Stars,"I am quite happy with the product.  However, the cleaning of the parts is a bit tedious."
285,KARAN SHARMA,17 November 2019,5.0 out of 5 stars,Very good,"Best air fryer. Easy to use, best flavor , clean easily. Best product by Phillips"
286,Sidharth V,22 February 2021,5.0 out of 5 stars,Awseme,very good product
287,Neeta Bhatnagar,3 March 2020,5.0 out of 5 stars,Air fryer is a boon,This was a really good buy ! Everything is perfect !
288,kumar Roshan,5 March 2020,5.0 out of 5 stars,Perfect fryer,Use properly as per advice then u will get perfect flavor.
289,varunkumar,11 April 2021,5.0 out of 5 stars,Worth,Tasty chicken in 10 mins
290,S,7 May 2019,4.0 out of 5 stars,Too short power cable,Product is very good but power cable is only 3ft long. It is very short.
291,Sharmi,24 July 2020,5.0 out of 5 stars,My mom loves her airfryer,I sent this for my mom and she is loving it.
292,noname,28 January 2019,1.0 out of 5 stars,No warranty card or no bills were given!,I have no idea about the warranty for this product. No warranty card with date and signature and no bills were given!
293,Sanjeev Bajaj,19 September 2018,5.0 out of 5 stars,A must for every kitchen,Excellent product.. healthy way to cook
294,Alok,29 October 2020,1.0 out of 5 stars,Cheating us....,Dont buy it. Made in china products..
295,Amazon Customer,30 January 2019,4.0 out of 5 stars,It’s a good product,It easy to use. Good purchase
296,Rekha Chaudhry,13 November 2019,1.0 out of 5 stars,Product not working,The product is not working and we would like to return - how can we do that ?
297,Medha Soni,10 August 2019,1.0 out of 5 stars,Broken handle,Handle was broken join delivery. Had to return it.
298,Digvijay singh thakur,17 March 2021,4.0 out of 5 stars,Awesome...,Nice product very usefull...
299,Dass,12 November 2020,1.0 out of 5 stars,Damage peace,Damage peace
300,Prashant Kapoor,1 March 2018,5.0 out of 5 stars,Five Stars,Value for money
301,Sheena,4 November 2015,5.0 out of 5 stars,Five Stars,Excellent product ... N a superb deal by Amazon. Totally satisfied with the shopping experience on Amazon
302,MEHUL BOTHRA,11 July 2015,5.0 out of 5 stars,super,Excellent. Satisfied VERY GOOD DOES NOT MAKE US FEEL THAT WE ARE EATING OIL FREE PRODUCTS
303,Bejoy Peter,8 April 2018,5.0 out of 5 stars,Great delivery by Amazon,Superb product. Great delivery by Amazon.
304,star,23 October 2016,5.0 out of 5 stars,Amazing product to make tandoori,I love this product . The way it gives the tandoori out is amazing . The only drawback is it is does not have stop button.
305,Badrinath Chebbi,6 November 2020,5.0 out of 5 stars,Easy to use product,Good product which is easy to use.
306,Rakesh,26 October 2020,5.0 out of 5 stars,Value for money.,Excellent product!
307,Anirudh Verma,24 July 2019,5.0 out of 5 stars,Nice machinery,Very useful for guilty free cooking
308,Rajesh kaser,8 November 2019,4.0 out of 5 stars,The Philips Co. is Trusted Co. Very good product,The Amazon Co. is trusted Co. Thanks Amazon
309,Ranjjiet Varhmen,23 December 2014,4.0 out of 5 stars,It is great in many ways,"It is great in many ways. A must-have. But the food sticks to the wire mesh, the solution is to buy a cleaning brush (the ones with strong bristles)."
310,NISHANT AGGARWAL,7 December 2019,5.0 out of 5 stars,Very good product 👍,Awesome productEasy to useLess oil consumption.
311,Dr. B.,6 July 2019,5.0 out of 5 stars,Easy to use but cleaning requires carefulness,"Cleaning up the vase is bit troublesome, as the food sticks to the net."
312,Jetesh Prasher,7 September 2015,5.0 out of 5 stars,Very easy to use,Healthy way of cooking. Very easy to use.perfect product for healthy life.
313,Shaheen Ali,26 December 2015,4.0 out of 5 stars,Four Stars,It's one of the best thing happened to me in a long time.
314,liza paul,10 January 2020,5.0 out of 5 stars,Less oil required,It's very useful it serves to make various items with less oil
315,Sriram Chowdary,25 January 2019,1.0 out of 5 stars,Product not working,Worst product it just stopped working for the second time cooking. Hope I get a replacement for the product.
316,aditi vashishta,1 February 2018,4.0 out of 5 stars,Great invention. Love the product,Great invention.  Love the product. I wish after air fry the food stayed warm. I felt instantly it gets cold.
317,Amazon Customer,18 January 2019,4.0 out of 5 stars,Not much of use!,Might have preferred an oven
318,Ashish Arya,14 November 2019,5.0 out of 5 stars,A must have in the kitchen,Awesome Product
319,Manoj Mirajkar,6 May 2016,4.0 out of 5 stars,Satisfied with performance,"Satisfied with performance. Should have been priced more competitive. Easy to clean & best suitable for French fries, nuggets, Patty etc."
320,Jai Krishan bansal,18 November 2020,1.0 out of 5 stars,Product received demage,Received in demage condition
321,JONA,11 October 2014,5.0 out of 5 stars,Too good No fuss no mess no noise Perfect for my ...,Too goodNo fuss no mess no noisePerfect for my modern kitchen
322,bharathi,30 June 2020,4.0 out of 5 stars,recipe book missing,recipe book missing
323,Raghuvinder singh,2 August 2015,5.0 out of 5 stars,Airfryer philips .9220/20.,The airfryer is a useful appliance for the kitchen and for people fond of snacking. The major benefit is the negligible use of cooking oil and that in itself speaks volumes.
324,Amazon Customer,3 August 2019,5.0 out of 5 stars,Philips Viva Collection No.1 airfyer from Philips,Easy to use and easy to clean and nice looking air fryer
325,Ye euuucuur,25 January 2016,3.0 out of 5 stars,deeapk,too expensive..pegion is same
326,VIJAY K CHADHA,6 January 2020,4.0 out of 5 stars,Good buy.,"Easy to use,very good product. Good"
327,jyoti,28 September 2020,5.0 out of 5 stars,must buy,its great product
328,Shalinik,22 March 2016,5.0 out of 5 stars,Five Stars,It was so good that I bought another piece to present it to someone... Super
329,Rajesh Mohan,5 November 2015,4.0 out of 5 stars,"Very useful fryer, am happy with it so","Delivered next day. Very useful fryer, am happy with it so far"
330,Amazon Customer,14 June 2018,5.0 out of 5 stars,Five Stars,Great product
331,Nitin Rai,11 September 2019,5.0 out of 5 stars,Air fryer or a OVEN,The product works more like a oven but is value for money ...
332,Nrk,26 November 2020,1.0 out of 5 stars,Bad quality,Not a good quality product.
333,Bighna Nath nayak,25 July 2015,5.0 out of 5 stars,Air fryer,A good product. Meets my expectations. Able to enjoy cooking and eating low oil dishes.
334,pooja gupta,16 August 2019,5.0 out of 5 stars,Best Air fryer,Nice product
335,Rohit Sharma,10 December 2019,4.0 out of 5 stars,Good Selection and easy to use,Good choice excellent delivery and best pricing on Amazon
336,joseph t.t.,27 November 2014,3.0 out of 5 stars,"As I had already written earlier, I could not ...","As I had already written earlier, I could not put the air fryer in to any use, as there was some manufacturing defect in the product, which  has since been returned.Hence, I have noting more to add."
337,Navneet Sinha,30 October 2020,4.0 out of 5 stars,👍,Good
338,BOBBY,3 January 2021,5.0 out of 5 stars,verry good product betterthan any other brand,good
339,Kindle Customer,25 October 2020,5.0 out of 5 stars,Good,Good
340,jasmeet,3 November 2019,5.0 out of 5 stars,Nice product,Prefect product
341,Ajay Gupta,27 March 2018,5.0 out of 5 stars,Five Stars,great
342,Harshad Bile,6 August 2015,5.0 out of 5 stars,Five Stars,Awesome product....and no doubt abt the timely delivery of amazon
343,Kaira,6 April 2016,5.0 out of 5 stars,Must have home appliance,Very useful product. Virtually oil-less cooking
344,Arvind Tayal,12 November 2018,5.0 out of 5 stars,Easy to use,Easy to use
345,Deepak b.,9 April 2021,5.0 out of 5 stars,Its best,I love this
346,Ankita R,23 October 2016,5.0 out of 5 stars,Amazing product for a person who loves cooking,Amazing product for a person who loves cooking . Plus only little amount of oil is needed.  Really very Happy with the purchase.
347,Bruno De Sousa,27 February 2020,4.0 out of 5 stars,Quite an effective air fryer.,Quite an effective air fryer.
348,Ajay Nair,1 November 2015,4.0 out of 5 stars,Great product!!!!,"Excellent product,especially for health conscious folks,we fried frozen finger chips without oil & it turned out crispy and yummy..."
349,puja,7 September 2018,5.0 out of 5 stars,Best oven substitute!,Great Product!
350,AJ,15 June 2018,5.0 out of 5 stars,Five Stars,Used all the time
351,kaushik Chowdhury,17 September 2019,5.0 out of 5 stars,Excellent product in excellent condition,Very good product
352,Amazon Customer,4 October 2019,2.0 out of 5 stars,Defective product received - Asked for replacement,Received the defective project - Issue with tray
353,Pankaj Patel,5 December 2019,4.0 out of 5 stars,Grat Product,Value for money
354,joseph,1 February 2020,5.0 out of 5 stars,Easy oil free delicious food,Easy to use and enjoy oil free food 👌
355,Pawan Siwakoti,2 August 2016,5.0 out of 5 stars,good one,Good product. best for two people. But its accessories price are too high.
356,Prachi,16 April 2021,5.0 out of 5 stars,Easy to use,Good and helpful
357,Amazon Customer,24 June 2019,4.0 out of 5 stars,Good,Good
358,M.K.JAYAKRISHNAN,23 May 2019,5.0 out of 5 stars,very good,supper Performance
359,Ashish pradhan,13 February 2021,5.0 out of 5 stars,Excellent product,Love it
360,Rahul Saluja,11 August 2020,5.0 out of 5 stars,Good product,Good product
361,mishal,29 November 2020,5.0 out of 5 stars,Good one,Good product
362,poonam pathania,1 June 2019,1.0 out of 5 stars,Not nice as other Philips products,Product is nice but it’s one rod near element is broken
363,scsharma,22 February 2020,4.0 out of 5 stars,Good and easy to use,Good product
364,mrs saluja,14 December 2015,5.0 out of 5 stars,Five Stars,Wonderful product.
365,Amazon Customer,21 January 2016,4.0 out of 5 stars,Four Stars,very good for pre cooked and frozen food products
